date,Opening price,Highest price,Lowest price,Closing price,Volume(share),Turnover(RMB),Ups and downs,Change(%)
2012-11-21,2008.21,2031.15,1995.17,2030.32,5328202000,39658621440.0,21.4,1.07
2012-11-22,2021.21,2023.08,2009.72,2015.61,4557784800,33727414016.0,-14.71,-0.72
2012-11-23,2020.02,2034.88,2017.0,2027.38,5155146800,38278377984.0,11.77,0.58
2012-11-26,2023.34,2027.27,2014.03,2017.46,4477955100,33110722048.0,-9.92,-0.49
2012-11-27,2012.07,2014.21,1990.34,1991.17,5662742300,39089182720.0,-26.29,-1.3
2012-11-28,1984.48,1984.86,1968.21,1973.52,5050558700,34492569600.0,-17.65,-0.89
2012-11-29,1972.93,1980.56,1961.82,1963.49,4954008800,33179657984.0,-10.03,-0.51
2012-11-30,1961.81,1983.42,1959.33,1980.12,5689341400,37739106816.0,16.63,0.85
2012-12-03,1977.25,1988.19,1957.88,1959.77,6165337600,43027553536.0,-20.35,-1.03
2012-12-04,1956.62,1980.12,1949.46,1975.14,6237812200,43054547456.0,15.37,0.78
2012-12-05,1973.11,2040.6,1970.2,2031.91,11997304100,85475971072.0,56.77,2.87
2012-12-06,2029.56,2036.61,2018.38,2029.24,8145921800,58452526336.0,-2.67,-0.13
2012-12-07,2028.77,2065.75,2023.96,2061.79,11515728900,82158977024.0,32.55,1.6
2012-12-10,2067.32,2087.01,2064.61,2083.77,11538322400,81469435904.0,21.98,1.07
2012-12-11,2077.56,2088.64,2070.19,2074.7,9337082900,67930370560.0,-9.07,-0.44
2012-12-12,2073.27,2085.93,2066.39,2082.73,7855914000,57115139840.0,8.03,0.39
2012-12-13,2077.42,2081.36,2059.47,2061.48,7227232300,52179639552.0,-21.25,-1.02
2012-12-14,2062.69,2152.5,2062.54,2150.62,16087381200,117707100160.0,89.14,4.32
2012-12-17,2152.1,2169.57,2151.94,2160.34,14424221700,110556700672.0,9.72,0.45
2012-12-18,2155.86,2183.71,2144.73,2162.46,12609946600,99028893696.0,2.12,0.1
2012-12-19,2158.67,2175.4,2154.29,2162.24,9439152100,75813179392.0,-0.22,-0.01
2012-12-20,2156.19,2174.82,2142.95,2168.35,9938418400,80073490432.0,6.11,0.28
2012-12-21,2169.57,2190.4,2148.17,2153.31,10337287200,84574355456.0,-15.04,-0.69
2012-12-24,2150.65,2170.39,2149.82,2159.05,7846966500,67970651904.0,5.74,0.27
2012-12-25,2154.32,2220.26,2146.86,2213.61,14332770800,114873958400.0,54.56,2.53
2012-12-26,2211.59,2220.48,2206.79,2219.13,12185862900,97153765376.0,5.52,0.25
2012-12-27,2223.66,2234.72,2204.79,2205.9,12902350100,100393984000.0,-13.23,-0.6
2012-12-28,2207.91,2234.87,2204.0,2233.25,11592493300,91970154496.0,27.35,1.24
2012-12-31,2236.46,2269.51,2236.46,2269.13,12803140100,105541832704.0,35.88,1.61
2013-01-04,2289.51,2296.11,2256.56,2276.99,13946992900,114627764224.0,7.86,0.35
2013-01-07,2271.66,2293.32,2266.86,2285.36,11816281100,96872865792.0,8.37,0.37
2013-01-08,2284.65,2289.14,2262.98,2276.07,12290787600,106428764160.0,-9.29,-0.41
2013-01-09,2271.3,2283.9,2259.05,2275.34,12201492200,102823100416.0,-0.73,-0.03
2013-01-10,2274.38,2295.48,2268.65,2283.66,12006667500,98236403712.0,8.32,0.37
2013-01-11,2285.19,2290.21,2234.95,2243.0,12506827500,101550952448.0,-40.66,-1.78
2013-01-14,2236.29,2317.62,2235.11,2311.74,14474988800,123614928896.0,68.74,3.06
2013-01-15,2312.47,2332.78,2309.32,2325.68,16564598000,141013966848.0,13.94,0.6
2013-01-16,2322.16,2326.76,2279.51,2309.5,15351116800,133107695616.0,-16.18,-0.7
2013-01-17,2305.14,2305.6,2275.88,2284.91,11910183400,103214051328.0,-24.59,-1.06
2013-01-18,2295.81,2324.51,2285.97,2317.07,12543802600,105391534080.0,32.16,1.41
2013-01-21,2321.49,2329.58,2305.1,2328.22,13468045800,113016061952.0,11.15,0.48
2013-01-22,2326.49,2335.81,2301.3,2315.14,14946658300,123370049536.0,-13.08,-0.56
2013-01-23,2308.52,2325.12,2296.49,2320.91,11817972200,96956219392.0,5.77,0.25
2013-01-24,2320.26,2362.94,2287.3,2302.6,16103167500,135604342784.0,-18.31,-0.79
2013-01-25,2300.0,2308.38,2288.26,2291.3,9260574200,80267386880.0,-11.3,-0.49
2013-01-28,2295.35,2346.92,2295.35,2346.5,12838375900,116916371456.0,55.2,2.41
2013-01-29,2347.22,2363.8,2337.35,2358.98,14185393400,124916965376.0,12.48,0.53
2013-01-30,2360.75,2383.76,2347.89,2382.48,14987890700,124856037376.0,23.5,1.0
2013-01-31,2383.43,2391.82,2371.23,2385.42,13970789100,116205035520.0,2.94,0.12
2013-02-01,2377.41,2421.15,2369.57,2419.02,14081817100,125554958336.0,33.6,1.41
2013-02-04,2425.92,2440.38,2417.58,2428.15,16755140100,152533692416.0,9.13,0.38
2013-02-05,2411.0,2437.42,2403.3,2433.13,15075450600,127096115200.0,4.98,0.21
2013-02-06,2432.68,2441.73,2427.7,2434.48,11657996500,104583536640.0,1.35,0.06
2013-02-07,2430.69,2433.89,2394.22,2418.53,12000863500,109335068672.0,-15.95,-0.66
2013-02-08,2416.62,2443.03,2414.4,2432.4,10907038500,98965225472.0,13.87,0.57
2013-02-18,2441.91,2444.8,2415.43,2421.56,11617499400,103657025536.0,-10.84,-0.45
2013-02-19,2420.26,2427.07,2373.53,2382.91,12347333400,106330943488.0,-38.65,-1.6
2013-02-20,2383.49,2397.94,2370.61,2397.18,11028057600,97222299648.0,14.27,0.6
2013-02-21,2378.82,2378.82,2309.17,2325.95,14405947900,126627831808.0,-71.23,-2.97
2013-02-22,2322.94,2330.88,2308.76,2314.16,9698182900,87579820032.0,-11.79,-0.51
2013-02-25,2320.62,2338.78,2315.01,2325.82,8836737300,77642342400.0,11.66,0.5
2013-02-26,2313.74,2340.71,2289.89,2293.34,11763866600,105917190144.0,-32.48,-1.4
2013-02-27,2297.77,2324.63,2292.03,2313.22,9782488600,88262926336.0,19.88,0.87
2013-02-28,2322.32,2366.16,2308.92,2365.59,12695049500,115918270464.0,52.37,2.26
2013-03-01,2364.54,2369.65,2330.86,2359.51,12031275000,111531114496.0,-6.08,-0.26
2013-03-04,2332.08,2333.54,2259.25,2273.4,16175002400,143046508544.0,-86.11,-3.65
2013-03-05,2274.81,2328.14,2270.1,2326.31,13113659600,116721197056.0,52.91,2.33
2013-03-06,2333.61,2351.44,2321.6,2347.18,14133369100,125364797440.0,20.87,0.9
2013-03-07,2340.44,2352.02,2304.27,2324.29,13975634700,126085894144.0,-22.89,-0.98
2013-03-08,2326.42,2333.67,2314.59,2318.61,9879414800,88438607872.0,-5.68,-0.24
2013-03-11,2314.68,2320.96,2296.58,2310.59,8411190300,73919946752.0,-8.02,-0.35
2013-03-12,2309.16,2333.29,2264.83,2286.6,11766445600,100637093888.0,-23.99,-1.04
2013-03-13,2282.17,2286.33,2253.25,2263.97,9097278700,77688954880.0,-22.63,-0.99
2013-03-14,2255.77,2276.22,2253.31,2270.28,8029408500,69218594816.0,6.31,0.28
2013-03-15,2269.31,2312.08,2250.0,2278.4,11647781400,101542948864.0,8.12,0.36
2013-03-18,2267.29,2276.05,2239.21,2240.02,9312277200,81486176256.0,-38.38,-1.68
2013-03-19,2244.26,2261.31,2232.02,2257.43,8758210600,75497910272.0,17.41,0.78
2013-03-20,2257.74,2317.86,2257.42,2317.37,13124128300,113974255616.0,59.94,2.66
2013-03-21,2318.21,2330.81,2311.6,2324.24,11920091100,104723783680.0,6.87,0.3
2013-03-22,2321.4,2332.0,2314.97,2328.28,10116729900,85951320064.0,4.04,0.17
2013-03-25,2334.74,2344.89,2319.91,2326.72,9703152600,85418622976.0,-1.56,-0.07
2013-03-26,2318.58,2319.99,2281.12,2297.67,10444901600,91804663808.0,-29.05,-1.25
2013-03-27,2299.38,2323.48,2289.0,2301.26,9633119500,85704765440.0,3.59,0.16
2013-03-28,2273.55,2273.55,2232.91,2236.3,12765869800,107593506816.0,-64.96,-2.82
2013-03-29,2238.49,2246.87,2228.81,2236.62,8556547300,73358184448.0,0.32,0.01
2013-04-01,2229.46,2243.95,2227.31,2234.4,7741177300,66997533952.0,-2.22,-0.1
2013-04-02,2234.9,2253.42,2220.44,2227.74,8971432200,77596504064.0,-6.66,-0.3
2013-04-03,2232.69,2241.34,2217.25,2225.29,8179526700,68801355776.0,-2.45,-0.11
2013-04-08,2196.24,2212.59,2180.67,2211.59,8625746900,73666170880.0,-13.7,-0.62
2013-04-09,2215.47,2234.73,2215.47,2225.77,8289654300,73135034368.0,14.18,0.64
2013-04-10,2224.93,2233.04,2212.56,2226.13,8061962000,71090221056.0,0.36,0.02
2013-04-11,2236.98,2242.48,2217.26,2219.55,7363270400,62082919424.0,-6.58,-0.3
2013-04-12,2218.09,2226.26,2204.44,2206.78,6684634100,56121712384.0,-12.77,-0.58
2013-04-15,2199.91,2204.99,2177.39,2181.94,7163232300,58073361664.0,-24.84,-1.13
2013-04-16,2169.63,2196.43,2165.78,2194.85,7999217700,66916240128.0,12.91,0.59
2013-04-17,2195.03,2197.51,2178.47,2193.8,6831418100,59937985536.0,-1.05,-0.05
2013-04-18,2181.82,2206.03,2175.44,2197.6,7161692700,61782547200.0,3.8,0.17
2013-04-19,2201.12,2250.11,2200.58,2244.64,10966055700,95278432256.0,47.04,2.14
2013-04-22,2236.4,2245.12,2232.26,2242.17,9523373100,82244997120.0,-2.47,-0.11
2013-04-23,2242.62,2242.62,2182.81,2184.54,9654131500,82185900032.0,-57.63,-2.57
2013-04-24,2187.35,2226.12,2184.11,2218.32,9160026100,78859247616.0,33.78,1.55
2013-04-25,2213.19,2224.63,2191.85,2199.31,9670418700,84398485504.0,-19.01,-0.86
2013-04-26,2203.89,2210.58,2173.86,2177.91,7667397100,65151748352.0,-21.4,-0.97
2013-05-02,2170.78,2179.65,2161.14,2174.12,6833793500,59784627968.0,-3.79,-0.17
2013-05-03,2179.05,2222.81,2179.05,2205.5,8858346500,78263418880.0,31.38,1.44
2013-05-06,2212.5,2236.07,2212.5,2231.17,9226814500,81614819328.0,25.67,1.16
2013-05-07,2227.86,2240.26,2219.44,2235.57,8645235500,79040925696.0,4.4,0.2
2013-05-08,2242.39,2255.21,2235.42,2246.3,9037193200,81308844032.0,10.73,0.48
2013-05-09,2246.96,2247.86,2221.38,2232.97,9853163800,91048390656.0,-13.33,-0.59
2013-05-10,2228.82,2247.67,2225.81,2246.83,9033547500,81203396608.0,13.86,0.62
2013-05-13,2247.68,2250.85,2231.36,2241.92,8621122300,79191482368.0,-4.91,-0.22
2013-05-14,2238.9,2239.93,2205.87,2217.01,8324497400,75658190848.0,-24.91,-1.11
2013-05-15,2217.09,2225.19,2213.58,2224.8,7172289300,66558048256.0,7.79,0.35
2013-05-16,2221.34,2252.87,2210.77,2251.81,11028437500,102124462080.0,27.01,1.21
2013-05-17,2249.81,2288.09,2248.41,2282.87,12612600600,111148552192.0,31.06,1.38
2013-05-20,2286.33,2309.39,2281.9,2299.99,13915051300,128843198464.0,17.12,0.75
2013-05-21,2297.11,2305.3,2290.12,2305.11,12417317600,112997634048.0,5.12,0.22
2013-05-22,2303.75,2314.18,2292.43,2302.4,12836002600,115149320192.0,-2.71,-0.12
2013-05-23,2293.81,2304.95,2274.1,2275.67,12401984500,110980030464.0,-26.73,-1.16
2013-05-24,2281.45,2292.59,2270.25,2288.53,10144121300,91939475456.0,12.86,0.57
2013-05-27,2286.66,2301.7,2283.94,2293.08,10732506100,99882348544.0,4.55,0.2
2013-05-28,2293.4,2322.1,2281.47,2321.32,13263299600,120231051264.0,28.24,1.23
2013-05-29,2323.54,2334.33,2321.17,2324.02,12525072900,114228264960.0,2.7,0.12
2013-05-30,2316.25,2325.72,2310.49,2317.75,11191303200,103500062720.0,-6.27,-0.27
2013-05-31,2320.74,2325.53,2299.37,2300.59,10816255500,100597837824.0,-17.16,-0.74
2013-06-03,2300.21,2313.43,2294.11,2299.25,9688281300,91601682432.0,-1.34,-0.06
2013-06-04,2297.1,2297.1,2264.76,2272.42,10189581800,92273745920.0,-26.83,-1.17
2013-06-05,2270.71,2276.86,2260.87,2270.93,7648330200,71058591744.0,-1.49,-0.07
2013-06-06,2264.43,2266.69,2240.07,2242.11,8153869300,75121233920.0,-28.82,-1.27
2013-06-07,2242.26,2250.63,2205.07,2210.9,8997807600,81001361408.0,-31.21,-1.39
2013-06-13,2190.1,2190.1,2126.22,2148.35,9437109500,79663325184.0,-62.55,-2.83
2013-06-14,2150.06,2163.85,2142.78,2162.04,7785747200,68680338176.0,13.69,0.64
2013-06-17,2165.99,2169.36,2147.03,2156.22,7575779100,68383299328.0,-5.82,-0.27
2013-06-18,2158.55,2161.68,2138.35,2159.29,6963227100,63473044736.0,3.07,0.14
2013-06-19,2150.82,2150.82,2115.79,2143.45,7542501600,67003560192.0,-15.84,-0.73
2013-06-20,2132.81,2132.81,2082.82,2084.02,7778793000,68064330240.0,-59.43,-2.77
2013-06-21,2058.98,2085.86,2042.88,2073.09,7967322400,67440066304.0,-10.93,-0.52
2013-06-24,2068.86,2068.86,1958.4,1963.23,10919821600,87920500736.0,-109.86,-5.3
2013-06-25,1948.31,1963.57,1849.65,1959.51,13815851500,104703344640.0,-3.72,-0.19
2013-06-26,1954.47,1959.16,1922.82,1951.49,10119252700,80816107520.0,-8.02,-0.41
2013-06-27,1955.13,1980.54,1942.37,1950.01,10581331700,84219084800.0,-1.48,-0.08
2013-06-28,1935.52,1987.98,1925.65,1979.21,10073796900,77513875456.0,29.2,1.5
2013-07-01,1965.99,1995.92,1957.57,1995.24,7805139200,62691899904.0,16.03,0.81
2013-07-02,1992.89,2007.62,1978.43,2006.56,8641541900,73917616128.0,11.32,0.57
2013-07-03,1996.51,1996.54,1965.52,1994.27,9346647000,76630355968.0,-12.29,-0.61
2013-07-04,1982.87,2022.14,1974.1,2006.1,10039418400,82628902912.0,11.83,0.59
2013-07-05,2006.19,2021.54,2002.37,2007.2,9134522100,75126210560.0,1.1,0.05
2013-07-08,1983.21,1983.21,1953.12,1958.27,8413649200,67087745536.0,-48.93,-2.44
2013-07-09,1953.6,1969.15,1946.37,1965.45,6453873200,52215031552.0,7.18,0.37
2013-07-10,1962.84,2009.36,1960.28,2008.13,8979798000,72778018816.0,42.68,2.17
2013-07-11,2011.02,2092.87,2010.4,2072.99,15997077200,131003383808.0,64.86,3.23
2013-07-12,2068.04,2074.86,2036.05,2039.49,12117417500,102907445248.0,-33.5,-1.62
2013-07-15,2046.12,2076.67,2037.25,2059.39,10147035600,88023339008.0,19.9,0.98
2013-07-16,2054.6,2066.36,2038.54,2065.72,9673740000,82870902784.0,6.33,0.31
2013-07-17,2061.19,2075.81,2043.23,2044.92,10325132000,87993978880.0,-20.8,-1.01
2013-07-18,2038.4,2043.37,2016.9,2023.4,9213205000,76618530816.0,-21.52,-1.05
2013-07-19,2025.32,2035.22,1990.25,1992.65,10457757200,87481520128.0,-30.75,-1.52
2013-07-22,1977.73,2005.47,1970.64,2004.76,8292219100,69649506304.0,12.11,0.61
2013-07-23,2008.95,2051.53,2005.09,2043.88,10951736100,92711260160.0,39.12,1.95
2013-07-24,2035.69,2042.77,2010.42,2033.33,10665578000,93700583424.0,-10.55,-0.52
2013-07-25,2037.34,2045.36,2016.43,2021.17,9854536700,86249517056.0,-12.16,-0.6
2013-07-26,2013.19,2021.57,2000.8,2010.85,7380043000,65538619648.0,-10.32,-0.51
2013-07-29,1997.84,1997.84,1969.85,1976.31,7868327400,65866980352.0,-34.54,-1.72
2013-07-30,1981.45,2006.23,1965.36,1990.06,7721978400,66157865216.0,13.75,0.7
2013-07-31,2000.79,2015.47,1987.88,1993.8,7016060200,59394334208.0,3.74,0.19
2013-08-01,2000.82,2029.93,1997.06,2029.07,9125668600,77395279872.0,35.27,1.77
2013-08-02,2039.51,2047.08,2025.65,2029.42,9359276800,78906253312.0,0.35,0.02
2013-08-05,2031.72,2050.91,2025.23,2050.48,8551796700,73277095936.0,21.06,1.04
2013-08-06,2043.65,2066.74,2034.96,2061.06,10558097400,88690561024.0,10.58,0.52
2013-08-07,2056.37,2069.56,2043.75,2046.78,10771259400,91260309504.0,-14.28,-0.69
2013-08-08,2044.44,2058.56,2037.25,2044.9,8413328900,71954923520.0,-1.88,-0.09
2013-08-09,2052.24,2061.71,2030.13,2052.24,9531642400,83036020736.0,7.34,0.36
2013-08-12,2058.42,2102.35,2055.72,2101.28,13512897500,116489711616.0,49.04,2.39
2013-08-13,2101.32,2106.4,2093.8,2106.16,11770887400,96430370816.0,4.88,0.23
2013-08-14,2109.23,2122.97,2093.04,2100.14,11443780100,95791169536.0,-6.02,-0.29
2013-08-15,2099.28,2108.41,2079.97,2081.88,9939665700,84735664128.0,-18.26,-0.87
2013-08-16,2075.98,2198.85,2061.65,2068.45,15306332700,123125129216.0,-13.43,-0.65
2013-08-19,2055.13,2091.13,2052.7,2085.6,9744678400,81501384704.0,17.15,0.83
2013-08-20,2081.97,2098.98,2066.07,2072.59,10738177300,89117929472.0,-13.01,-0.62
2013-08-21,2076.27,2076.32,2056.91,2072.96,8744599000,72860721152.0,0.37,0.02
2013-08-22,2069.31,2083.33,2062.37,2067.12,9092830700,76018376704.0,-5.84,-0.28
2013-08-23,2075.93,2079.85,2029.36,2057.46,11242635000,94571634688.0,-9.66,-0.47
2013-08-26,2061.42,2097.34,2056.13,2096.47,11993265200,99157897216.0,39.01,1.9
2013-08-27,2095.44,2105.38,2090.43,2103.57,12634196700,104591622144.0,7.1,0.34
2013-08-28,2092.31,2113.82,2080.86,2101.3,16139202600,132239101952.0,-2.27,-0.11
2013-08-29,2108.44,2110.89,2088.24,2097.23,13326821900,105259323392.0,-4.07,-0.19
2013-08-30,2097.22,2114.39,2089.09,2098.38,17007564800,132055678976.0,1.15,0.05
2013-09-02,2104.09,2108.68,2078.46,2098.45,14915852300,121084661760.0,0.07,0.0
2013-09-03,2100.45,2123.85,2095.46,2123.11,13889317600,112421232640.0,24.66,1.18
2013-09-04,2121.68,2133.0,2115.75,2127.62,14200038700,116457422848.0,4.51,0.21
2013-09-05,2125.25,2127.85,2115.24,2122.43,12654410500,105776492544.0,-5.19,-0.24
2013-09-06,2119.33,2143.24,2119.02,2139.99,14326065900,119152340992.0,17.56,0.83
2013-09-09,2151.35,2218.53,2151.35,2212.52,21942708700,178881744896.0,72.53,3.39
2013-09-10,2214.81,2238.55,2202.82,2237.98,23720664800,191083880448.0,25.46,1.15
2013-09-11,2244.96,2258.07,2233.0,2241.27,24434945500,195427639296.0,3.29,0.15
2013-09-12,2236.17,2270.27,2226.29,2255.6,20971511000,167300579328.0,14.33,0.64
2013-09-13,2251.46,2259.42,2228.48,2236.22,17198422800,140600127488.0,-19.38,-0.86
2013-09-16,2244.46,2248.47,2226.17,2231.4,15488401900,133580632064.0,-4.82,-0.22
2013-09-17,2230.39,2230.93,2184.92,2185.56,15454255600,132460429312.0,-45.84,-2.05
2013-09-18,2185.94,2195.9,2172.04,2191.85,11511188700,101333090304.0,6.29,0.29
2013-09-23,2199.36,2223.07,2198.34,2221.04,13317485800,121468260352.0,29.19,1.33
2013-09-24,2219.47,2219.54,2187.24,2207.53,16041505500,143330959360.0,-13.51,-0.61
2013-09-25,2206.23,2217.97,2193.72,2198.51,16021276200,143779983360.0,-9.02,-0.41
2013-09-26,2192.23,2192.23,2154.72,2155.81,14041534700,125680365568.0,-42.7,-1.94
2013-09-27,2150.96,2165.78,2149.59,2160.03,10540178700,97811677184.0,4.22,0.2
2013-09-30,2167.73,2176.3,2165.16,2174.67,9281008100,88982757376.0,14.64,0.68
2013-10-08,2171.9,2200.02,2161.49,2198.2,12671020300,114992017408.0,23.53,1.08
2013-10-09,2191.39,2212.35,2185.18,2211.77,13087173600,117966139392.0,13.57,0.62
2013-10-10,2214.41,2214.59,2186.48,2190.93,14977589500,136575143936.0,-20.84,-0.94
2013-10-11,2201.41,2228.87,2200.53,2228.15,15689217500,142271934464.0,37.22,1.7
2013-10-14,2232.22,2242.98,2226.4,2237.77,16598338600,151626936320.0,9.62,0.43
2013-10-15,2237.93,2240.25,2221.14,2233.41,15372282400,138541637632.0,-4.36,-0.19
2013-10-16,2228.11,2228.11,2183.4,2193.07,15463863800,138165497856.0,-40.34,-1.81
2013-10-17,2201.71,2211.03,2183.25,2188.54,12676794400,113138851840.0,-4.53,-0.21
2013-10-18,2188.71,2203.29,2184.36,2193.78,10372463100,90814173184.0,5.24,0.24
2013-10-21,2198.11,2230.28,2190.39,2229.24,13669440800,123936337920.0,35.46,1.62
2013-10-22,2227.34,2227.34,2204.24,2210.65,14913283100,134994866176.0,-18.59,-0.83
2013-10-23,2213.27,2226.85,2177.73,2183.11,14634709000,125789855744.0,-27.54,-1.25
2013-10-24,2178.82,2183.41,2159.87,2164.32,10300895200,90001866752.0,-18.79,-0.86
2013-10-25,2163.69,2170.61,2122.68,2132.96,11392452100,99671699456.0,-31.36,-1.45
2013-10-28,2135.88,2140.96,2123.07,2133.87,8840132400,77889327104.0,0.91,0.04
2013-10-29,2135.23,2163.66,2093.2,2128.86,14309281000,117347749888.0,-5.01,-0.23
2013-10-30,2126.69,2161.94,2121.84,2160.46,11964336100,95233753088.0,31.6,1.48
2013-10-31,2155.51,2155.51,2137.47,2141.61,10806302000,88638836736.0,-18.85,-0.87
2013-11-01,2139.88,2157.31,2132.63,2149.56,8911847700,76271865856.0,7.95,0.37
2013-11-04,2156.09,2160.58,2143.21,2149.63,7614794000,66305997056.0,0.07,0.0
2013-11-05,2139.84,2158.15,2124.84,2157.24,9190003200,77963321344.0,7.61,0.35
2013-11-06,2149.39,2166.17,2138.78,2139.61,10048734500,86547132416.0,-17.63,-0.82
2013-11-07,2136.63,2141.6,2119.19,2129.4,8184261100,70177472512.0,-10.21,-0.48
2013-11-08,2120.92,2128.58,2103.51,2106.13,8309686000,70325215232.0,-23.27,-1.09
2013-11-11,2103.3,2117.28,2093.63,2109.47,6967830000,59934058752.0,3.34,0.16
2013-11-12,2110.72,2127.94,2108.4,2126.77,7944673000,67951266304.0,17.3,0.82
2013-11-13,2117.89,2117.91,2086.01,2087.94,8825709300,73376067584.0,-38.83,-1.83
2013-11-14,2087.12,2102.38,2078.99,2100.51,8379937300,72089882624.0,12.57,0.6
2013-11-15,2100.9,2153.21,2100.79,2135.83,12589452000,113364459520.0,35.32,1.68
2013-11-18,2147.37,2198.32,2143.77,2197.22,15750271500,143246233600.0,61.39,2.87
2013-11-19,2198.32,2203.3,2186.11,2193.12,12508230700,115941879808.0,-4.1,-0.19
2013-11-20,2201.47,2207.1,2186.64,2206.61,11896186100,104820412416.0,13.49,0.62
2013-11-21,2197.01,2206.53,2177.74,2205.77,13724551700,120005001216.0,-0.84,-0.04
2013-11-22,2206.47,2211.07,2188.77,2196.38,11386645800,102450200576.0,-9.39,-0.43
2013-11-25,2186.06,2209.15,2181.42,2186.11,10828265500,96747311104.0,-10.27,-0.47
2013-11-26,2184.33,2192.58,2176.18,2183.07,10046083100,84536639488.0,-3.04,-0.14
2013-11-27,2181.73,2207.62,2176.85,2201.07,11538441200,102163492864.0,18.0,0.82
2013-11-28,2204.38,2234.39,2202.62,2219.37,13445677800,119645442048.0,18.3,0.83
2013-11-29,2221.62,2224.94,2212.26,2220.5,10695905300,97834024960.0,1.13,0.05
2013-12-02,2203.12,2231.92,2172.63,2207.37,17428198900,151936159744.0,-13.13,-0.59
2013-12-03,2196.82,2227.93,2193.25,2222.67,11350640900,100776656896.0,15.3,0.69
2013-12-04,2219.97,2260.87,2215.92,2251.76,15729294300,135497945088.0,29.09,1.31
2013-12-05,2252.72,2255.26,2239.14,2247.06,12204841500,105837301760.0,-4.7,-0.21
2013-12-06,2242.56,2248.15,2228.63,2237.11,10370092800,92254760960.0,-9.95,-0.44
2013-12-09,2241.79,2249.17,2231.73,2238.2,9327363800,84432482304.0,1.09,0.05
2013-12-10,2239.86,2250.5,2231.68,2237.49,10904313300,95556296704.0,-0.71,-0.03
2013-12-11,2228.63,2228.63,2193.16,2204.17,10947314900,94389297152.0,-33.32,-1.49
2013-12-12,2199.32,2214.55,2194.9,2202.8,8610867200,76003328000.0,-1.37,-0.06
2013-12-13,2188.26,2204.64,2183.84,2196.07,8510101200,72637501440.0,-6.73,-0.31
2013-12-16,2197.23,2201.7,2159.99,2160.86,10138759400,86422958080.0,-35.21,-1.6
2013-12-17,2161.54,2165.54,2146.31,2151.08,7857893600,66921600512.0,-9.78,-0.45
2013-12-18,2150.41,2156.59,2142.62,2148.28,6417358300,55420595200.0,-2.8,-0.13
2013-12-19,2153.67,2159.14,2126.25,2127.79,7312347900,61496944128.0,-20.49,-0.95
2013-12-20,2128.37,2131.74,2082.85,2084.79,8677521200,72198201344.0,-43.0,-2.02
2013-12-23,2089.54,2099.52,2068.54,2089.71,6814663700,58435623936.0,4.92,0.24
2013-12-24,2094.07,2111.8,2079.81,2092.91,7025146600,61697067264.0,3.2,0.15
2013-12-25,2095.02,2107.23,2088.3,2106.35,6513909500,58136846592.0,13.44,0.64
2013-12-26,2102.66,2102.66,2070.55,2073.1,7854140900,66767122176.0,-33.25,-1.58
2013-12-27,2074.59,2110.36,2069.59,2101.25,7675682600,66394444800.0,28.15,1.36
2013-12-30,2108.88,2112.01,2095.06,2097.53,7408505600,63038943232.0,-3.72,-0.18
2013-12-31,2090.68,2120.27,2087.42,2115.98,8047437600,71456280576.0,18.45,0.88
2014-01-02,2112.13,2113.11,2101.02,2109.39,6848548600,61921354752.0,-6.59,-0.31
2014-01-03,2101.54,2102.17,2075.9,2083.14,8449724200,72372228096.0,-26.25,-1.24
2014-01-06,2078.68,2078.68,2034.01,2045.71,8958760700,72895393792.0,-37.43,-1.8
2014-01-07,2034.22,2052.28,2029.25,2047.32,6340293900,54638641664.0,1.61,0.08
2014-01-08,2047.26,2062.95,2037.11,2044.34,7164736500,62941429760.0,-2.98,-0.15
2014-01-09,2041.77,2057.2,2026.45,2027.62,7594188300,67605664000.0,-16.72,-0.82
2014-01-10,2023.54,2029.3,2008.01,2013.3,7561612000,61044553216.0,-14.32,-0.71
2014-01-13,2014.98,2027.18,2000.4,2009.56,6654477600,55616750592.0,-3.74,-0.19
2014-01-14,2007.16,2027.43,2001.14,2026.84,7036661500,56687625216.0,17.28,0.86
2014-01-15,2024.23,2027.41,2010.2,2023.35,6743622100,57740358144.0,-3.49,-0.17
2014-01-16,2022.54,2034.71,2014.41,2023.7,7275572000,62829760768.0,0.35,0.02
2014-01-17,2017.52,2017.87,2001.33,2004.95,6730572000,57039564032.0,-18.75,-0.93
2014-01-20,2001.89,2005.94,1984.82,1991.25,5627124700,48298780928.0,-13.7,-0.68
2014-01-21,1992.02,2014.15,1992.02,2008.31,5984491300,52017917440.0,17.06,0.86
2014-01-22,2009.97,2052.34,2008.93,2051.75,9889285600,84126658560.0,43.44,2.16
2014-01-23,2048.33,2052.53,2039.05,2042.18,8421058600,76083326976.0,-9.57,-0.47
2014-01-24,2037.67,2060.99,2034.45,2054.39,9294792200,82346176512.0,12.21,0.6
2014-01-27,2044.27,2044.85,2029.63,2033.3,8881542700,81914220544.0,-21.09,-1.03
2014-01-28,2036.4,2047.13,2026.99,2038.51,7252904200,65751604480.0,5.21,0.26
2014-01-29,2042.18,2051.58,2039.77,2049.91,7386546200,67694123520.0,11.4,0.56
2014-01-30,2045.93,2045.93,2031.47,2033.08,6261518300,58264498432.0,-16.83,-0.82
2014-02-07,2022.32,2044.73,2014.7,2044.5,7359875600,67829921792.0,11.42,0.56
2014-02-10,2049.98,2087.98,2049.98,2086.07,12433183200,112722919424.0,41.57,2.03
